Date,Hour,Price_Bus_Avg,Price_Houston,Price_Hub_Avg,Price_North,Price_Panhandle,Price_South,Price_West,Load_Coast,Load_East,Load_FarWest,Load_North,Load_CentralNorth,Load_South,Load_CentralSouth,Load_West,Load_Total,Wind_SystemWide,Wind_Panhandle,Wind_Coast,Wind_South,Wind_West,Wind_North,Solar_SystemWide,Solar_CenterWest,Solar_NorthWest,Solar_FarWest,Solar_FarEast,Solar_SouthEast,Solar_CenterEast
2025-02-24,1,36.65,34.06,37.67,36.48,41.97,32.56,47.57,11440.26,1683.66,6960.32,1529.43,11958.29,4153.99,7122.24,1245.04,46093.23,6280.98,1240.71,33.81,743.46,3048.29,1214.71,0.46,0.0,0.0,0.02,0.34,0.0,0.1
2025-02-24,2,35.15,32.98,36.12,34.72,38.16,32.28,44.50,11367.57,1657.95,7102.81,1555.75,11875.84,4292.76,7111.08,1150.1,46113.85,7660.41,1722.07,20.68,771.14,3993.44,1153.08,0.51,0.0,0.0,0.03,0.39,0.0,0.09
2025-02-24,3,35.08,32.91,36.26,34.20,36.18,33.02,44.89,11594.38,1655.95,7081.95,1811.42,12118.47,4363.09,7207.17,1137.81,46970.23,8788.54,2226.65,20.92,609.02,4899.91,1032.04,0.56,0.0,0.0,0.02,0.45,0.0,0.09
2025-02-24,4,33.62,31.76,34.52,33.00,32.38,31.94,41.40,11574.39,1783.01,7234.75,1649.65,12299.25,4353.27,7274.0,1174.52,47342.85,9469.33,2698.44,9.32,401.21,5221.21,1139.15,0.59,0.0,0.0,0.03,0.47,0.0,0.09
2025-02-24,5,34.48,32.51,35.59,33.58,29.29,33.07,43.18,11736.77,1839.23,7319.4,1655.21,12736.63,4471.97,7601.03,1189.05,48549.29,10051.02,2919.76,39.11,266.03,5624.2,1201.92,0.64,0.0,0.0,0.02,0.52,0.0,0.1
2025-02-24,6,43.65,40.79,44.58,42.62,38.94,43.83,51.06,12174.94,1884.17,7231.14,1717.91,13702.53,4754.17,8215.87,1310.03,50990.76,9683.09,2697.71,47.77,165.11,5540.71,1231.79,0.61,0.0,0.0,0.0,0.52,0.0,0.09
2025-02-24,7,51.87,49.72,52.60,51.18,49.51,51.44,58.06,12944.16,1935.5,7082.96,1782.61,15247.71,5162.81,9027.69,1344.35,54527.8,8272.37,2404.37,37.1,159.34,4572.0,1099.56,0.76,0.0,0.0,0.02,0.58,0.0,0.16
2025-02-24,8,47.30,46.37,47.68,46.83,44.91,47.40,50.13,13275.93,2023.5,6959.18,1714.09,15736.66,5273.37,9340.6,1432.98,55756.31,7587.1,2092.73,65.86,157.2,4058.86,1212.45,1302.54,236.79,97.86,196.47,293.15,287.35,190.92
2025-02-24,9,30.52,30.19,30.48,30.55,30.45,30.68,30.51,13411.28,2065.42,7455.33,1933.7,15436.98,4869.81,8986.61,1438.54,55597.65,6311.27,1703.92,35.96,92.15,3684.24,795.0,10109.71,1917.96,1125.43,2548.86,1541.56,1871.11,1104.79
2025-02-24,10,28.59,28.70,28.51,28.86,28.70,27.88,28.61,13389.92,1952.86,7331.0,1846.39,14866.84,4275.62,8206.99,1290.44,53160.06,3915.97,916.8,5.77,6.88,2719.65,266.87,16017.97,2696.02,1763.67,4153.32,2820.93,2635.57,1948.46
2025-02-24,11,26.21,26.31,26.12,26.54,26.37,25.35,26.28,13151.17,1924.75,7428.15,1789.85,14182.38,4029.2,7670.77,1189.5,51365.77,3117.65,697.68,5.5,9.39,2296.19,108.89,18709.8,2712.72,1763.08,4251.82,4564.49,2783.77,2633.92
2025-02-24,12,20.72,21.09,20.61,21.14,20.87,19.48,20.72,12736.32,1766.82,7777.49,1772.24,13502.33,3821.18,7415.28,1156.8,49948.47,4622.71,617.28,3.57,21.53,3815.43,164.9,22418.54,2660.45,1688.66,4190.48,8223.75,2750.81,2904.39
2025-02-24,13,17.46,17.85,17.38,17.77,17.55,16.48,17.43,12527.66,1572.73,7858.67,1704.74,13374.56,3911.25,7189.41,1207.14,49346.16,6255.49,598.02,15.48,39.44,5300.58,301.97,24181.55,2608.03,1603.74,4104.53,10249.45,2754.73,2861.07
2025-02-24,14,16.31,16.67,16.24,16.61,16.42,15.38,16.30,12530.98,1575.07,7523.52,1718.68,13032.2,3823.84,7086.77,1203.36,48494.42,6366.39,547.37,82.95,72.68,5198.88,464.51,23889.86,2582.22,1603.81,4055.52,10103.72,2701.77,2842.82
2025-02-24,15,14.78,15.05,14.71,15.04,14.88,13.98,14.77,12422.59,1509.51,7447.9,1764.45,12701.33,3681.5,6929.19,1078.77,47535.24,6825.52,675.26,98.42,111.07,5481.19,459.58,22706.34,2389.27,1526.03,3954.2,9602.4,2543.63,2690.81
2025-02-24,16,14.30,14.53,14.25,14.49,14.37,13.72,14.28,12268.08,1382.54,7218.1,1702.69,12457.21,3645.0,6964.9,1094.38,46732.88,6833.39,707.18,135.18,157.49,5419.63,413.91,21580.72,2266.69,1359.92,3847.02,8962.94,2487.75,2656.4
2025-02-24,17,17.88,18.02,17.84,18.05,18.00,17.35,17.96,12137.34,1398.6,7231.76,1614.16,12600.34,3667.83,7195.41,985.63,46831.08,6606.55,617.8,405.24,150.92,4973.83,458.76,20254.92,2172.9,1449.56,3776.44,8022.07,2358.82,2475.13
2025-02-24,18,30.54,30.38,30.57,30.73,31.18,29.70,31.47,12090.12,1503.28,7284.82,1557.14,12736.3,3702.15,7473.45,991.48,47338.74,6210.81,756.95,829.45,183.6,3948.14,492.67,10896.69,1437.72,973.24,2746.44,3346.52,1287.36,1105.41
2025-02-24,19,54.62,53.45,55.32,54.39,56.32,52.52,60.92,12208.5,1544.73,7289.1,1577.69,13229.51,3821.18,7790.81,1110.76,48572.29,6133.66,937.36,978.02,265.96,3187.37,764.95,677.64,100.55,82.17,336.75,55.16,73.15,29.86
2025-02-24,20,38.71,37.11,39.63,38.43,41.45,35.91,47.06,12319.5,1657.34,7194.06,1687.62,13565.51,3902.65,7979.5,1193.28,49499.48,9351.43,1585.59,1107.07,546.52,4494.04,1618.21,0.28,0.0,0.01,0.02,0.14,0.0,0.11
2025-02-24,21,34.20,33.10,34.81,34.17,36.93,31.81,40.17,12222.19,1777.41,7209.31,1675.43,13432.88,3984.52,7922.08,1224.4,49448.21,13518.76,2087.5,1306.81,1445.76,6251.91,2426.78,0.26,0.0,0.01,0.01,0.13,0.0,0.11
2025-02-24,22,27.15,26.20,27.59,27.16,29.64,24.98,32.00,11975.38,1798.33,6933.5,1648.8,13039.84,3936.59,7613.5,991.33,47937.28,16170.24,2079.69,1560.26,2361.16,7581.71,2587.42,0.28,0.0,0.01,0.01,0.15,0.0,0.11
2025-02-24,23,25.48,24.62,25.71,25.61,27.98,23.35,29.25,11751.27,1678.04,6965.04,1491.26,12381.06,3921.15,7088.57,963.99,46240.39,16924.53,1719.89,1604.12,2589.19,8443.64,2567.69,0.29,0.0,0.01,0.01,0.16,0.0,0.11
2025-02-24,0,26.98,26.14,27.14,27.26,29.61,24.57,30.60,11437.99,1552.7,7078.94,1499.25,11584.25,3797.09,6575.42,931.55,44457.2,16700.26,1853.68,1687.08,2474.39,8232.0,2453.11,0.4,0.0,0.01,0.02,0.25,0.0,0.12
2025-02-25,1,24.40,22.71,24.82,24.59,27.77,22.27,29.70,11097.74,1647.8,7119.69,1544.58,11170.6,3558.2,6208.22,958.35,43305.18,15274.21,1538.97,1602.2,2419.0,7628.33,2085.71,0.53,0.0,0.01,0.01,0.39,0.0,0.12
2025-02-25,2,24.74,23.01,25.19,24.91,28.36,22.43,30.40,10771.48,1461.46,6869.69,1740.52,10587.81,3171.6,6144.18,1015.8,41762.54,13414.43,1058.58,1301.67,2050.48,7116.46,1887.24,0.55,0.0,0.01,0.01,0.41,0.0,0.12
2025-02-25,3,26.19,24.43,26.70,26.29,30.03,23.86,32.22,10479.21,1483.19,6857.6,1451.62,10437.22,3167.24,6111.81,956.41,40944.3,12213.42,961.0,1064.96,1905.56,6292.91,1988.99,0.56,0.0,0.01,0.02,0.42,0.0,0.11
2025-02-25,4,28.35,26.71,28.98,28.44,32.52,25.70,35.05,10516.29,1516.78,6761.03,1455.56,10552.7,3134.36,6212.08,1046.36,41195.16,11184.13,794.03,869.71,1852.39,5586.13,2081.87,0.58,0.0,0.01,0.03,0.43,0.0,0.11
2025-02-25,5,33.96,31.87,34.53,34.27,38.70,30.64,41.34,10763.81,1590.8,6664.38,1463.63,10977.49,3192.59,6462.3,1135.14,42250.13,9562.19,432.04,680.68,1800.9,4799.2,1849.37,0.56,0.0,0.01,0.02,0.42,0.0,0.11
2025-02-25,6,45.50,43.40,46.06,46.13,50.55,41.30,53.40,11368.11,1747.82,6714.87,1571.22,11866.66,3410.13,6969.08,1214.75,44862.65,8085.56,341.66,628.4,1843.9,3729.21,1542.39,0.61,0.0,0.01,0.02,0.47,0.0,0.11
2025-02-25,7,53.79,51.08,54.06,54.84,58.12,48.84,61.49,12167.45,1843.43,6771.18,1662.77,13480.34,3789.84,7771.72,1273.78,48760.51,7557.38,290.29,747.05,1891.17,3341.93,1286.94,2.23,0.0,0.01,0.01,1.87,0.05,0.29
2025-02-25,8,49.39,47.80,49.56,50.15,52.20,45.92,54.37,12364.93,1843.63,6751.71,1734.44,13939.06,3874.08,8047.69,1291.36,49846.89,7073.32,255.65,704.24,1742.99,3058.47,1311.97,2143.12,221.54,102.03,176.53,1116.67,181.35,345.0
2025-02-25,9,28.24,28.35,28.19,28.45,28.35,27.63,28.31,12416.48,1686.25,7124.0,1762.66,13722.86,3716.07,7856.85,1294.25,49579.41,5610.24,257.47,409.93,1392.18,2381.56,1169.1,13135.51,1855.64,1116.74,2281.16,4930.59,1331.21,1620.17
2025-02-25,10,21.83,22.20,21.72,22.30,22.04,20.41,21.97,12499.13,1525.6,7227.12,1721.53,13180.07,3668.18,7514.15,1284.19,48619.97,3477.09,245.65,166.02,1381.03,1045.31,639.08,20376.85,2625.67,1741.87,3882.84,7584.98,2195.39,2346.1
2025-02-25,11,18.96,19.43,18.86,19.45,19.21,17.47,19.07,12448.77,1448.36,7256.79,1694.63,12829.03,3656.44,7196.89,1364.7,47895.61,4374.44,782.08,1095.91,1311.57,655.46,529.42,22817.14,2650.48,1756.3,3992.78,8942.8,2614.05,2860.73
2025-02-25,12,17.91,18.52,17.80,18.47,18.21,16.16,18.05,12416.37,1414.53,7151.01,1605.81,12638.44,3568.18,6980.3,1304.91,47079.56,5317.47,1565.82,1555.56,939.33,667.98,588.78,22928.52,2591.54,1712.81,3934.07,9002.48,2741.68,2945.94
2025-02-25,13,15.50,16.15,15.41,16.02,15.83,13.79,15.68,12091.79,1405.89,7455.01,1494.8,12512.38,3488.57,6851.53,1348.14,46648.11,5289.2,1665.14,1334.71,712.04,1036.46,540.85,22884.01,2558.07,1678.98,3880.36,9152.25,2764.04,2850.31
2025-02-25,14,15.29,16.01,15.24,15.76,15.59,13.58,15.60,12218.87,1401.22,7606.97,1529.76,12523.02,3663.72,6843.98,1375.41,47162.95,6043.79,1283.33,1372.19,763.83,1963.21,661.23,22798.72,2555.09,1688.72,3854.17,9170.12,2718.96,2811.66
2025-02-25,15,13.45,14.19,13.41,13.91,13.66,11.75,13.78,12319.4,1457.39,7597.21,1594.24,12720.64,3844.25,6962.58,1328.59,47824.31,7132.44,814.76,1866.95,873.76,2663.64,913.33,22691.37,2598.15,1717.83,3906.42,9042.07,2648.36,2778.54
2025-02-25,16,11.64,12.32,11.58,12.15,11.75,9.85,12.00,12707.48,1372.51,7679.44,1701.41,12825.34,3971.73,7125.83,1394.14,48777.87,8643.0,584.48,2513.39,1154.07,3188.5,1202.56,22112.46,2624.83,1737.97,3958.24,8470.18,2462.77,2858.47
2025-02-25,17,17.21,17.97,17.08,17.92,17.41,14.90,17.53,12587.78,1432.02,7277.49,1609.77,12936.04,4009.89,7338.96,1340.4,48532.35,10015.8,469.23,2600.82,1663.43,3771.28,1511.04,19486.56,2450.4,1675.83,3852.58,7410.86,1597.49,2499.4
2025-02-25,18,30.63,30.80,30.60,31.30,31.47,28.07,32.25,12407.13,1504.15,7236.31,1558.69,13018.44,4053.18,7611.38,1313.5,48702.77,11878.21,470.22,3181.94,2150.23,4284.53,1791.29,10181.38,1457.98,981.42,2612.33,2938.83,1156.7,1034.12
2025-02-25,19,50.06,49.67,50.04,51.14,51.80,46.26,53.09,12324.88,1585.69,7518.0,1607.78,13186.79,4202.08,7872.26,1211.83,49509.33,12711.35,597.2,2939.92,2308.14,4679.82,2186.27,685.39,108.54,86.04,343.03,57.71,60.45,29.62
2025-02-25,20,35.00,34.94,34.84,36.17,36.42,31.31,36.93,12385.4,1580.98,7468.45,1628.03,13550.56,4044.11,8036.9,1045.15,49739.58,15872.46,905.82,2628.02,2528.99,7178.34,2631.29,0.18,0.0,0.0,0.01,0.03,0.0,0.14
2025-02-25,21,27.98,28.64,27.88,28.79,28.13,25.19,28.91,12156.2,1642.97,7442.03,1591.04,13293.12,3911.93,7773.76,1006.5,48817.54,18972.06,1476.18,2595.02,2641.58,9493.34,2765.94,0.36,0.0,0.0,0.02,0.18,0.0,0.16
2025-02-25,22,22.66,23.74,22.57,23.23,21.82,20.67,22.65,11885.11,1552.04,7456.28,1579.34,12865.14,3863.84,7504.21,973.1,47679.07,21571.81,1884.64,2587.42,2736.16,11604.26,2759.33,0.56,0.0,0.0,0.02,0.31,0.0,0.23
2025-02-25,23,20.17,20.90,20.13,20.61,19.29,18.52,20.52,11461.86,1484.7,7445.46,1465.4,12026.35,3713.56,7018.99,925.15,45541.46,23397.37,1927.69,2561.68,2805.94,13340.05,2762.01,0.58,0.0,0.0,0.01,0.31,0.0,0.26
2025-02-25,0,19.26,19.80,19.18,19.83,18.56,17.37,19.71,10902.44,1384.78,7278.63,1420.89,11313.92,3476.82,6509.28,977.92,43264.67,23955.77,2063.2,2688.35,2638.25,13815.29,2750.68,0.76,0.0,0.0,0.02,0.29,0.0,0.45
2025-02-26,1,15.65,16.19,15.62,15.83,14.98,14.94,15.54,10695.18,1318.3,7142.99,1382.58,10872.46,3311.88,6161.24,1035.86,41920.49,23922.54,2100.57,2792.67,2505.78,13801.96,2721.56,0.76,0.0,0.0,0.02,0.45,0.0,0.29
2025-02-26,2,14.53,14.98,14.49,14.78,13.96,13.68,14.54,10659.53,1415.28,7093.64,1428.05,10587.79,3164.23,6037.8,1077.1,41463.43,24219.38,2222.22,2743.58,2430.18,14138.86,2684.54,0.68,0.0,0.0,0.02,0.46,0.0,0.2
2025-02-26,3,14.73,15.37,14.72,14.84,13.70,14.23,14.42,10434.81,1333.67,7117.54,1422.04,10321.18,3076.66,5990.08,970.19,40666.17,24058.41,2448.24,2587.94,2333.85,13997.79,2690.59,0.75,0.0,0.0,0.01,0.46,0.0,0.28
2025-02-26,4,15.11,15.79,15.13,15.17,13.83,14.64,14.93,10276.18,1231.79,7107.36,1451.78,10269.51,3057.98,5886.77,923.59,40204.97,24119.72,3002.94,2464.83,2284.31,13733.43,2634.21,0.82,0.0,0.0,0.01,0.46,0.0,0.35
2025-02-26,5,17.85,18.60,17.86,17.85,14.29,17.61,17.40,10355.63,1234.98,6950.75,1423.56,10336.07,3070.88,5911.72,920.07,40203.64,23597.38,3641.29,2434.38,2264.12,12672.44,2585.15,0.86,0.0,0.0,0.01,0.47,0.0,0.38
2025-02-26,6,23.42,23.90,23.42,23.44,13.03,23.29,23.03,10921.31,1339.37,6858.21,1486.65,11052.02,3178.03,6237.0,977.42,42050.01,23301.96,3767.42,2523.22,2288.65,12143.23,2579.44,0.83,0.0,0.0,0.01,0.48,0.0,0.34
2025-02-26,7,35.01,36.27,34.90,34.98,22.98,35.36,32.98,11671.01,1417.54,6942.01,1638.83,12253.19,3399.0,6840.1,1090.55,45252.23,22406.85,3766.36,2735.32,2135.3,11363.42,2406.45,4.59,0.0,0.0,0.02,4.03,0.15,0.39
2025-02-26,8,34.12,35.24,34.05,34.28,21.00,33.64,33.03,11868.5,1440.39,6860.81,1619.12,12713.22,3559.76,7078.05,1128.74,46268.61,20795.18,3704.57,2389.5,1989.03,10336.72,2375.36,2020.43,244.37,94.36,198.92,1070.67,151.18,260.93
2025-02-26,9,19.19,19.51,19.17,19.41,2.77,18.45,19.30,12141.57,1422.7,7337.35,1672.2,12758.67,3563.52,7005.03,1256.39,47157.43,17656.59,3145.74,1902.34,1653.02,8931.92,2023.57,11648.79,1842.58,891.58,1918.49,4796.31,708.03,1491.8
2025-02-26,10,10.91,11.53,10.78,11.58,-0.72,8.81,11.21,12374.34,1471.14,7759.71,1709.8,12894.42,3542.83,7046.34,1413.43,48212.01,15967.12,2826.96,2391.75,1516.18,7693.25,1538.98,16354.01,1991.98,906.93,2901.81,7223.76,1116.79,2212.74
2025-02-26,11,8.34,9.60,8.21,9.16,-1.35,5.56,8.52,12168.15,1437.93,7485.3,1702.88,12724.51,3602.64,7142.18,1468.36,47731.95,16420.23,2669.1,2786.13,1500.31,8373.27,1091.42,15564.87,869.32,771.07,2701.96,7799.96,1358.09,2064.47
2025-02-26,12,4.76,6.34,4.72,5.50,-4.26,1.78,5.26,12312.2,1339.47,7214.22,1627.62,12727.34,3709.49,7098.91,1332.65,47361.89,16554.71,2513.1,2701.62,1545.42,8892.31,902.26,15078.82,377.28,692.68,2383.93,8030.15,1593.59,2001.19
2025-02-26,13,4.77,7.39,4.79,5.47,-4.41,1.36,4.95,12458.99,1316.06,7134.08,1626.67,12733.05,3752.58,7020.94,1210.46,47252.82,16764.72,2482.18,2778.55,1602.06,9263.58,638.35,14725.63,515.18,801.63,2348.24,7496.58,1612.11,1951.89
2025-02-26,14,4.01,8.94,4.40,4.06,-5.60,0.90,3.71,12713.91,1348.8,7279.08,1739.25,13169.69,3907.32,7230.25,1355.45,48743.75,16904.11,2415.5,2757.31,1665.54,9586.72,479.04,15999.3,984.65,847.35,2672.1,7679.58,1789.72,2025.9
2025-02-26,15,3.97,10.09,4.52,3.72,-3.34,0.89,3.39,12970.64,1407.81,7179.82,1618.72,13353.5,4028.09,7366.2,1433.17,49357.94,17170.81,2316.15,2754.73,1749.13,9791.93,558.87,16359.51,983.93,851.29,2686.91,7914.0,1807.2,2116.18
2025-02-26,16,4.50,11.90,5.17,4.13,-0.26,1.10,3.54,13133.03,1429.29,7052.12,1606.46,13663.34,4152.42,7699.7,1298.08,50034.46,17881.47,2269.3,2797.43,1892.37,10145.27,777.1,16239.95,1226.82,772.15,2675.15,7580.73,1955.69,2029.41
2025-02-26,17,12.24,18.29,11.84,13.62,4.90,7.51,7.95,13144.24,1475.14,6965.42,1612.42,14087.92,4186.26,8092.98,1295.79,50860.16,19764.64,2682.33,2910.87,2034.7,11129.48,1007.26,14274.56,1501.22,635.39,2312.54,6331.25,1724.76,1769.4
2025-02-26,18,23.03,24.65,22.83,23.75,21.61,20.86,22.06,12981.04,1569.39,6958.87,1600.62,14235.97,4233.42,8224.69,1244.19,51048.19,22535.42,2889.97,3287.98,2232.12,12708.09,1417.26,6350.66,924.2,369.38,1236.46,2348.02,769.8,702.8
2025-02-26,19,32.00,32.70,31.79,32.72,29.62,30.13,31.60,12844.27,1594.87,6952.47,1517.97,14308.84,4119.15,8305.75,1126.83,50770.15,24618.97,2486.44,3202.17,2381.78,14813.92,1734.66,324.63,64.97,56.11,124.33,30.68,31.77,16.77
2025-02-26,20,31.02,31.59,30.75,31.50,28.09,30.35,29.57,12799.48,1590.22,6883.51,1531.15,14363.6,4074.64,8392.09,1136.68,50771.37,25254.56,2049.83,2926.87,2499.78,15900.9,1877.18,1.54,0.0,0.0,0.02,0.13,0.0,1.39
2025-02-26,21,29.89,30.55,29.53,30.40,27.01,29.56,27.60,12586.33,1584.78,7000.59,1533.4,14036.59,3926.65,8110.87,1114.19,49893.4,25593.9,2014.99,2603.53,2496.49,16490.58,1988.31,1.68,0.0,0.0,0.02,0.2,0.0,1.46
2025-02-26,22,23.19,23.66,22.99,23.24,20.97,23.83,21.23,12198.77,1524.02,7137.08,1616.54,13450.13,3866.44,7765.42,1082.27,48640.68,25545.86,2088.57,2519.43,2423.61,16446.77,2067.48,1.69,0.0,0.0,0.01,0.27,0.0,1.41
2025-02-26,23,23.75,24.16,23.70,23.59,21.63,24.48,22.55,11616.96,1435.21,7075.4,1430.01,12545.74,3689.81,7266.48,1028.48,46088.09,24271.21,2274.04,1607.73,2231.06,15987.1,2171.28,1.07,0.0,0.0,0.02,0.39,0.0,0.66
2025-02-26,0,25.68,26.05,25.60,25.56,23.75,26.44,24.35,11107.35,1371.66,7082.42,1426.11,11562.97,3446.46,6774.19,970.88,43742.05,24163.47,2416.31,1711.54,1990.07,15781.55,2264.0,0.8,0.0,0.0,0.01,0.39,0.0,0.4
2025-02-27,1,16.84,17.72,16.74,16.37,14.22,18.96,13.90,10916.1,1293.55,7146.97,1465.68,10950.65,3381.87,6343.67,937.14,42435.62,23694.43,2503.16,1418.46,1777.14,15659.53,2336.14,0.73,0.0,0.0,0.02,0.36,0.0,0.35
2025-02-27,2,18.15,18.96,18.08,17.55,15.66,20.63,15.17,10642.2,1244.6,7132.31,1420.06,10341.57,3166.54,6159.5,907.04,41013.82,23146.55,2739.67,1102.21,1653.92,15287.29,2363.46,0.69,0.0,0.0,0.02,0.37,0.0,0.3
2025-02-27,3,19.57,20.29,19.46,19.04,17.26,21.99,16.50,10229.25,1213.76,7180.85,1462.53,9917.97,2957.78,5814.36,937.83,39714.32,21883.68,2608.75,860.79,1463.78,14613.23,2337.13,0.52,0.0,0.0,0.03,0.37,0.0,0.12
2025-02-27,4,20.97,21.42,20.86,20.48,18.88,23.33,18.22,10067.11,1205.2,7209.81,1431.3,9970.72,2946.31,5755.63,886.61,39472.68,19837.81,2380.57,634.41,895.24,13762.06,2165.53,0.58,0.0,0.0,0.02,0.42,0.0,0.14
2025-02-27,5,21.62,21.38,21.51,21.08,19.86,24.26,19.30,10235.29,1231.58,7179.46,1433.08,10176.0,2905.03,5802.76,898.17,39861.37,18673.47,1931.84,393.51,741.87,13478.55,2127.7,0.55,0.0,0.0,0.02,0.42,0.0,0.11
2025-02-27,6,24.99,24.57,24.90,24.53,23.64,27.23,23.29,10677.47,1290.47,7204.38,1500.0,10630.5,3059.35,6102.81,941.61,41406.57,17979.52,1629.9,150.94,783.14,13252.08,2163.46,0.57,0.0,0.0,0.02,0.43,0.0,0.12
2025-02-27,7,33.94,32.99,33.92,33.36,32.80,36.41,32.93,11339.51,1439.54,7382.83,1592.42,11859.49,3341.33,6698.19,1030.86,44684.19,17630.03,1343.77,244.01,827.16,13023.69,2191.4,1.55,0.0,0.0,0.02,1.36,0.02,0.15
2025-02-27,8,38.62,37.56,38.58,38.32,38.18,40.28,38.18,11600.31,1428.33,7522.32,1657.46,12599.68,3419.96,7022.7,1051.9,46302.66,17387.3,1237.62,583.48,761.53,12552.62,2252.05,1207.44,157.67,119.13,127.04,560.9,130.52,112.18
2025-02-27,9,28.98,28.88,28.96,29.00,29.00,28.98,29.00,11881.09,1441.97,7599.37,1648.22,12849.96,3422.19,7077.6,1052.4,46972.8,13415.66,897.57,476.89,433.43,9590.23,2017.54,7467.23,1070.84,1190.25,1374.51,2805.88,625.42,400.33
2025-02-27,10,21.10,21.14,21.09,21.11,21.08,21.05,21.07,12254.12,1483.18,7505.12,1642.24,12869.75,3479.55,7123.33,1078.87,47436.15,11043.88,538.88,472.77,460.75,7986.22,1585.26,12974.08,1888.36,1808.35,2680.52,4743.32,1122.63,730.9
2025-02-27,11,16.64,17.11,16.66,16.59,16.37,16.66,16.26,12469.88,1450.21,7708.18,1736.34,12865.46,3621.59,7274.42,1156.81,48282.89,13514.94,791.45,854.34,614.93,9692.41,1561.81,15606.52,2055.68,1683.59,2878.79,6819.5,1126.11,1042.85
2025-02-27,12,12.16,13.28,12.20,12.06,11.56,12.14,11.34,12781.33,1557.37,7738.76,1632.49,13097.67,3751.72,7218.46,1198.74,48976.55,15125.47,764.46,1225.15,734.46,10534.26,1867.14,16885.01,1855.18,1734.4,2697.37,7782.09,1280.13,1535.84
2025-02-27,13,13.04,13.88,13.06,13.08,12.78,12.63,12.67,12802.93,1501.03,7334.45,1542.09,12733.28,3868.71,7160.19,1153.4,48096.07,12531.61,379.3,1847.34,735.62,7994.9,1574.45,18814.37,2035.15,1735.64,3265.7,8358.76,1536.22,1882.9
2025-02-27,14,15.41,15.95,15.39,15.63,15.46,14.59,15.37,12589.11,1399.34,7082.56,1549.51,12448.92,3749.34,6998.06,1053.29,46870.12,9622.16,171.81,2187.8,838.18,5292.23,1132.14,19636.61,2351.54,1768.25,3742.8,8125.73,1516.6,2131.69
2025-02-27,15,20.07,20.60,20.01,20.45,20.32,18.84,20.17,12708.3,1355.37,7119.33,1575.05,12366.86,3713.81,7025.13,1060.18,46924.03,7114.29,35.48,2358.21,918.38,2988.39,813.83,20115.13,2589.42,1770.82,3952.99,8129.34,1612.59,2059.97
2025-02-27,16,20.20,20.33,20.17,20.41,20.48,19.55,20.38,12582.98,1360.94,7223.0,1582.22,12447.15,3653.6,7005.35,1082.34,46937.59,5907.62,6.32,2336.98,1093.37,1864.77,606.18,20736.51,2730.01,1786.61,4028.62,8385.51,1552.89,2252.87
2025-02-27,17,22.39,22.64,22.25,23.05,23.29,20.51,22.79,12562.01,1369.03,7253.45,1624.61,12682.78,3732.24,7106.64,1095.87,47426.64,5182.58,15.25,2118.97,1249.3,1293.6,505.46,18243.57,2625.37,1732.23,3867.14,7030.87,1074.75,1913.21
2025-02-27,18,31.50,30.71,31.46,32.86,36.00,26.75,35.52,12368.48,1446.45,7279.35,1593.7,12602.41,3799.31,7293.81,1144.33,47527.83,3950.86,52.49,1720.65,1110.66,669.64,397.42,9045.7,1585.01,1055.2,2638.01,2264.98,530.8,971.7
2025-02-27,19,56.64,52.84,56.87,59.38,66.54,46.04,69.21,12355.13,1515.0,6985.7,1609.55,12915.34,3862.27,7584.73,1210.17,48037.9,2942.08,92.28,1430.75,844.04,293.93,281.08,685.79,127.97,101.3,350.75,45.89,25.24,34.64
2025-02-27,20,55.20,51.20,55.47,58.09,65.60,43.96,68.63,12315.94,1522.03,6615.24,1455.73,13212.33,3902.63,7761.18,1228.25,48013.33,2785.54,200.77,1197.69,928.19,225.96,232.93,0.31,0.0,0.0,0.0,0.15,0.0,0.16
2025-02-27,21,53.01,49.00,53.55,55.25,63.16,43.02,66.92,12123.24,1590.41,6565.76,1567.38,13050.24,3849.75,7685.47,1223.62,47655.87,2952.88,524.67,1143.37,990.26,213.58,81.0,0.4,0.0,0.0,0.0,0.21,0.0,0.19
2025-02-27,22,47.16,44.10,47.95,47.96,50.65,41.31,58.45,11862.6,1566.24,6573.18,1558.43,12671.57,3757.2,7455.53,1332.83,46777.57,3321.11,1131.47,1042.7,847.82,287.77,11.35,0.51,0.0,0.0,0.0,0.3,0.02,0.19
2025-02-27,23,41.58,37.88,42.41,42.36,43.16,35.78,53.61,11387.03,1505.43,6767.84,1526.16,12101.74,3550.14,7084.94,1314.26,45237.55,3873.81,1547.06,1031.34,879.71,415.7,0.0,0.57,0.0,0.0,0.0,0.27,0.09,0.21
2025-02-27,0,36.64,34.03,37.57,37.09,36.34,31.43,47.76,10806.79,1432.01,6859.63,1508.75,11314.93,3349.88,6649.29,1283.63,43204.91,4548.39,1912.03,1029.5,1006.47,600.39,0.0,0.61,0.0,0.0,0.0,0.37,0.0,0.24
2025-02-28,1,29.31,27.16,30.64,28.97,23.92,25.32,41.12,10447.12,1399.51,7035.13,1527.69,11069.67,3266.1,6402.85,1308.37,42456.44,5545.25,2236.57,1317.49,1053.82,937.37,0.0,0.65,0.0,0.0,0.0,0.39,0.0,0.26
